restractid,cat,wac
36081099100,WAC41-50,39056.0
36081099200,WAC41-50,15665.0
36081099701,WAC41-50,43989.0
36081099703,WAC41-50,43689.0
36081099704,WAC41-50,42474.0
36081099705,WAC41-50,46065.0
36081099801,WAC41-50,20802.0
36081099802,WAC41-50,22662.0
36081099900,WAC41-50,51746.0
36081100801,WAC41-50,15599.0
36081100802,WAC41-50,15788.0
36081101001,WAC41-50,26999.0
36081101002,WAC41-50,25116.0
36081101700,WAC41-50,43685.0
36081102900,WAC41-50,53850.0
36081103201,WAC41-50,17802.0
36081103202,WAC41-50,26077.0
36081103300,WAC41-50,55633.0
36081103900,WAC41-50,65689.0
36081104700,WAC41-50,94683.0
36081105900,WAC41-50,123486.0
36081107201,WAC41-50,22934.0
36081107202,WAC41-50,38077.0
36081108500,WAC41-50,80483.0
36081109300,WAC41-50,53862.0
36081109700,WAC41-50,61634.0
36081109900,WAC41-50,79552.0
36081111300,WAC41-50,73401.0
36081112300,WAC41-50,202944.0
36081112900,WAC41-50,163453.0
36081113300,WAC41-50,80049.0
36081113900,WAC41-50,87212.0
36081114100,WAC41-50,53191.0
36081114700,WAC41-50,55992.0
36081115100,WAC41-50,66009.0
36081115500,WAC41-50,242137.0
36081115700,WAC41-50,116674.0
36081115900,WAC41-50,196569.0
36081116100,WAC41-50,213385.0
36081116300,WAC41-50,149737.0
36081116700,WAC41-50,124347.0
36081117100,WAC41-50,112338.0
36081117500,WAC41-50,104117.0
36081118100,WAC41-50,167998.0
36081118500,WAC41-50,126593.0
36081118700,WAC41-50,139952.0
36081118900,WAC41-50,181576.0
36081119100,WAC41-50,157666.0
36081119300,WAC41-50,162933.0
36081119500,WAC41-50,135983.0
36081119900,WAC41-50,147914.0
36081120100,WAC41-50,160371.0
36081120300,WAC41-50,145087.0
36081120500,WAC41-50,162517.0
36081120700,WAC41-50,117580.0
36081121100,WAC41-50,112392.0
36081121500,WAC41-50,98305.0
36081122300,WAC41-50,97348.0
36081122701,WAC41-50,95961.0
36081122702,WAC41-50,118157.0
36081124100,WAC41-50,98369.0
36081124700,WAC41-50,105483.0
36081125700,WAC41-50,151740.0
36081126500,WAC41-50,290067.0
36081126700,WAC41-50,293640.0
36081127700,WAC41-50,111170.0
36081128300,WAC41-50,101672.0
36081129102,WAC41-50,95187.0
36081129103,WAC41-50,106470.0
36081129104,WAC41-50,88734.0
36081130100,WAC41-50,112849.0
36081133300,WAC41-50,111960.0
36081133900,WAC41-50,117301.0
36081134100,WAC41-50,108754.0
36081134700,WAC41-50,92954.0
36081136700,WAC41-50,94329.0
36081137700,WAC41-50,96299.0
36081138501,WAC41-50,95099.0
36081138502,WAC41-50,71264.0
36081139900,WAC41-50,107718.0
36081140300,WAC41-50,99250.0
36081140901,WAC41-50,90299.0
36081140902,WAC41-50,83805.0
36081141700,WAC41-50,71287.0
36081142900,WAC41-50,80186.0
36081143500,WAC41-50,78072.0
36081144100,WAC41-50,90296.0
36081144700,WAC41-50,130254.0
36081145101,WAC41-50,70974.0
36081145102,WAC41-50,127168.0
36081145900,WAC41-50,90892.0
36081146300,WAC41-50,78878.0
36081146700,WAC41-50,189896.0
36081147100,WAC41-50,112062.0
36081147900,WAC41-50,80413.0
36081148300,WAC41-50,75208.0
36081150701,WAC41-50,110554.0
36081150702,WAC41-50,65430.0
36081152901,WAC41-50,69095.0
36081152902,WAC41-50,35986.0
36081155101,WAC41-50,72583.0
36081155102,WAC41-50,47195.0
36081156700,WAC41-50,131274.0
36081157101,WAC41-50,100766.0
36081157102,WAC41-50,104937.0
36081157901,WAC41-50,90888.0
36081157902,WAC41-50,70487.0
36081157903,WAC41-50,48319.0
36081161700,WAC41-50,67134.0
36081162100,WAC41-50,99028.0
36081990100,WAC41-50,26306.0
36085000300,WAC41-50,66476.0
36085000600,WAC41-50,27500.0
36085000700,WAC41-50,16722.0
36085000800,WAC41-50,24548.0
36085000900,WAC41-50,14321.0
36085001100,WAC41-50,16297.0
36085001700,WAC41-50,15966.0
36085001800,WAC41-50,150711.0
36085002001,WAC41-50,135117.0
36085002002,WAC41-50,303756.0
36085002100,WAC41-50,21894.0
36085002700,WAC41-50,21535.0
36085002900,WAC41-50,18480.0
36085003300,WAC41-50,11338.0
36085003600,WAC41-50,65823.0
36085003900,WAC41-50,13500.0
36085004000,WAC41-50,29115.0
36085004700,WAC41-50,15516.0
36085005000,WAC41-50,23025.0
36085005900,WAC41-50,14752.0
36085006400,WAC41-50,128528.0
36085006700,WAC41-50,12637.0
36085007000,WAC41-50,37535.0
36085007400,WAC41-50,188360.0
36085007500,WAC41-50,15678.0
36085007700,WAC41-50,11201.0
36085008100,WAC41-50,14294.0
36085009601,WAC41-50,74962.0
36085009602,WAC41-50,21615.0
36085009700,WAC41-50,12878.0
36085010500,WAC41-50,16832.0
36085011201,WAC41-50,22530.0
36085011202,WAC41-50,20982.0
36085011401,WAC41-50,25689.0
36085011402,WAC41-50,16516.0
36085012100,WAC41-50,14931.0
36085012200,WAC41-50,14801.0
36085012500,WAC41-50,16947.0
36085012804,WAC41-50,12837.0
36085012805,WAC41-50,9323.0
36085012806,WAC41-50,17157.0
36085013201,WAC41-50,14244.0
36085013203,WAC41-50,12863.0
36085013204,WAC41-50,8651.0
36085013301,WAC41-50,17054.0
36085013302,WAC41-50,19191.0
36085013400,WAC41-50,13834.0
36085013800,WAC41-50,16499.0
36085014100,WAC41-50,15948.0
36085014604,WAC41-50,10528.0
36085014605,WAC41-50,16021.0
36085014606,WAC41-50,11468.0
36085014607,WAC41-50,12856.0
36085014608,WAC41-50,15696.0
36085014700,WAC41-50,19724.0
36085015100,WAC41-50,14812.0
36085015400,WAC41-50,9157.0
36085015601,WAC41-50,16174.0
36085015602,WAC41-50,12923.0
36085015603,WAC41-50,12656.0
36085016901,WAC41-50,24330.0
36085017005,WAC41-50,15318.0
36085017007,WAC41-50,10273.0
36085017008,WAC41-50,12299.0
36085017009,WAC41-50,8844.0
36085017010,WAC41-50,5933.0
36085017011,WAC41-50,10992.0
36085017012,WAC41-50,12934.0
36085017300,WAC41-50,88222.0
36085017600,WAC41-50,16788.0
36085017700,WAC41-50,19769.0
36085018100,WAC41-50,23801.0
36085018701,WAC41-50,21265.0
36085018702,WAC41-50,25222.0
36085018901,WAC41-50,22253.0
36085018902,WAC41-50,15097.0
36085019700,WAC41-50,20723.0
36085019800,WAC41-50,7020.0
36085020100,WAC41-50,14726.0
36085020700,WAC41-50,14045.0
36085020801,WAC41-50,12758.0
36085020803,WAC41-50,2482.0
36085020804,WAC41-50,9017.0
36085021300,WAC41-50,7572.0
36085022300,WAC41-50,12260.0
36085022600,WAC41-50,2605.0
36085022800,WAC41-50,12497.0
36085023100,WAC41-50,10405.0
36085023900,WAC41-50,11481.0
36085024401,WAC41-50,4941.0
36085024402,WAC41-50,7050.0
36085024700,WAC41-50,8527.0
36085024800,WAC41-50,5712.0
36085025100,WAC41-50,17292.0
36085027301,WAC41-50,14498.0
36085027302,WAC41-50,23755.0
36085027702,WAC41-50,14337.0
36085027704,WAC41-50,15764.0
36085027705,WAC41-50,13872.0
36085027706,WAC41-50,16316.0
36085027900,WAC41-50,19146.0
36085029102,WAC41-50,13130.0
36085029103,WAC41-50,14693.0
36085029104,WAC41-50,16510.0
36085030301,WAC41-50,11011.0
36085030302,WAC41-50,15983.0
36085031901,WAC41-50,14468.0
36085031902,WAC41-50,15232.0
36085032300,WAC41-50,10370.0
36085990100,WAC41-50,16250.0
36005000100,WAC51-60,1240213.0
36005000200,WAC51-60,91550.0
36005000400,WAC51-60,91634.0
36005001600,WAC51-60,225131.0
36005001900,WAC51-60,871043.0
36005002000,WAC51-60,169363.0
36005002300,WAC51-60,536615.0
36005002400,WAC51-60,464630.0
36005002500,WAC51-60,809814.0
36005002701,WAC51-60,843508.0
36005002702,WAC51-60,820978.0
36005002800,WAC51-60,1187782.0
36005003100,WAC51-60,806998.0
36005003300,WAC51-60,883287.0
36005003500,WAC51-60,961557.0
36005003700,WAC51-60,1053674.0
36005003800,WAC51-60,399267.0
36005003900,WAC51-60,783003.0
36005004001,WAC51-60,555292.0
36005004100,WAC51-60,686772.0
36005004200,WAC51-60,621237.0
36005004300,WAC51-60,719904.0
36005004400,WAC51-60,692897.0
36005004600,WAC51-60,1166811.0
36005004800,WAC51-60,1062454.0
36005005001,WAC51-60,1175270.0
36005005002,WAC51-60,1175270.0
36005005100,WAC51-60,653108.0
36005005200,WAC51-60,1312112.0
36005005300,WAC51-60,1170817.0
36005005400,WAC51-60,1136208.0
36005005600,WAC51-60,697495.0
36005005902,WAC51-60,1094061.0
36005006000,WAC51-60,1059185.0
36005006100,WAC51-60,894293.0
36005006200,WAC51-60,739374.0
36005006300,WAC51-60,777688.0
36005006400,WAC51-60,946528.0
36005006500,WAC51-60,545063.0
36005006700,WAC51-60,724026.0
36005006800,WAC51-60,918433.0
36005006900,WAC51-60,718409.0
36005007000,WAC51-60,1051544.0
36005007100,WAC51-60,674070.0
36005007200,WAC51-60,1127544.0
36005007300,WAC51-60,710981.0
36005007400,WAC51-60,161228.0
36005007500,WAC51-60,889881.0
36005007600,WAC51-60,1179160.0
36005007700,WAC51-60,936850.0
36005007800,WAC51-60,423835.0
36005007900,WAC51-60,744146.0
36005008300,WAC51-60,971962.0
36005008400,WAC51-60,99160.0
36005008500,WAC51-60,1060052.0
36005008600,WAC51-60,150519.0
36005008700,WAC51-60,716438.0
36005008900,WAC51-60,1198432.0
36005009000,WAC51-60,102008.0
36005009200,WAC51-60,1129049.0
36005009300,WAC51-60,856269.0
36005009600,WAC51-60,734939.0
36005009800,WAC51-60,357469.0
36005011000,WAC51-60,41369.0
36005011502,WAC51-60,1202003.0
36005011700,WAC51-60,1185283.0
36005011800,WAC51-60,32462.0
36005011900,WAC51-60,1054676.0
36005012101,WAC51-60,1275709.0
36005012102,WAC51-60,1201026.0
36005012300,WAC51-60,1389121.0
36005012500,WAC51-60,1305400.0
36005012701,WAC51-60,1028108.0
36005012901,WAC51-60,924169.0
36005013000,WAC51-60,49811.0
36005013100,WAC51-60,1337688.0
36005013200,WAC51-60,34801.0
36005013300,WAC51-60,1097162.0
36005013500,WAC51-60,1381865.0
36005013800,WAC51-60,47367.0
36005014100,WAC51-60,757937.0
36005014300,WAC51-60,979803.0
36005014400,WAC51-60,49890.0
36005014500,WAC51-60,1260609.0
36005014701,WAC51-60,1450852.0
36005014702,WAC51-60,1458267.0
36005014900,WAC51-60,1338920.0
36005015100,WAC51-60,1413261.0
36005015200,WAC51-60,93037.0
36005015300,WAC51-60,1402533.0
36005015500,WAC51-60,1428394.0
36005015700,WAC51-60,1415932.0
36005015800,WAC51-60,85905.0
36005015900,WAC51-60,868145.0
36005016000,WAC51-60,102391.0
36005016100,WAC51-60,1441361.0
36005016200,WAC51-60,87088.0
36005016300,WAC51-60,1120077.0
36005016400,WAC51-60,159644.0
36005016500,WAC51-60,1148292.0
36005016600,WAC51-60,100724.0
36005016700,WAC51-60,1417346.0
36005016900,WAC51-60,1439576.0
36005017100,WAC51-60,1169526.0
36005017300,WAC51-60,893799.0
36005017500,WAC51-60,993413.0
36005017701,WAC51-60,1085480.0
36005017702,WAC51-60,1066709.0
36005017901,WAC51-60,747117.0
36005017902,WAC51-60,901152.0
36005018101,WAC51-60,972149.0
36005018102,WAC51-60,639119.0
36005018301,WAC51-60,831325.0
36005018302,WAC51-60,1112357.0
36005018400,WAC51-60,198600.0
36005018500,WAC51-60,908598.0
36005018900,WAC51-60,696408.0
36005019300,WAC51-60,825146.0
36005019400,WAC51-60,212380.0
36005019500,WAC51-60,851645.0
36005019700,WAC51-60,655662.0
36005019900,WAC51-60,1095823.0
36005020000,WAC51-60,682008.0
36005020100,WAC51-60,1171995.0
36005020200,WAC51-60,788354.0
36005020400,WAC51-60,563396.0
36005020501,WAC51-60,1280531.0
36005020502,WAC51-60,1039019.0
36005020601,WAC51-60,1129005.0
36005020900,WAC51-60,925982.0
36005021001,WAC51-60,220337.0
36005021002,WAC51-60,131878.0
36005021100,WAC51-60,1032810.0
36005021200,WAC51-60,1069507.0
36005021301,WAC51-60,1284198.0
36005021302,WAC51-60,953654.0
36005021501,WAC51-60,1394449.0
36005021502,WAC51-60,1426826.0
36005021601,WAC51-60,540653.0
36005021602,WAC51-60,722775.0
36005021700,WAC51-60,1213093.0
36005021800,WAC51-60,278442.0
36005021900,WAC51-60,888309.0
36005022000,WAC51-60,1354536.0
36005022101,WAC51-60,952752.0
36005022102,WAC51-60,960628.0
36005022200,WAC51-60,780672.0
36005022300,WAC51-60,817517.0
36005022401,WAC51-60,329261.0
36005022403,WAC51-60,279334.0
36005022404,WAC51-60,284398.0
36005022500,WAC51-60,903434.0
36005022701,WAC51-60,837028.0
36005022702,WAC51-60,947803.0
36005022703,WAC51-60,1014835.0
36005022800,WAC51-60,425509.0
36005022901,WAC51-60,974768.0
36005022902,WAC51-60,1147672.0
36005023000,WAC51-60,534851.0
36005023100,WAC51-60,1110646.0
36005023200,WAC51-60,286607.0
36005023301,WAC51-60,839493.0
36005023302,WAC51-60,1067042.0
36005023501,WAC51-60,917647.0
36005023502,WAC51-60,835906.0
36005023600,WAC51-60,337916.0
36005023702,WAC51-60,990086.0
36005023703,WAC51-60,1009020.0
36005023704,WAC51-60,1141748.0
36005023800,WAC51-60,284355.0
36005023900,WAC51-60,1124010.0
36005024000,WAC51-60,287461.0
36005024100,WAC51-60,877978.0
36005024300,WAC51-60,1259008.0
36005024400,WAC51-60,155953.0
36005024501,WAC51-60,1400409.0
36005024502,WAC51-60,1382703.0
36005024600,WAC51-60,322741.0
36005024700,WAC51-60,1291902.0
36005024800,WAC51-60,1230115.0
36005024900,WAC51-60,1212558.0
36005025000,WAC51-60,206998.0
36005025100,WAC51-60,1403876.0
36005025200,WAC51-60,147797.0
36005025300,WAC51-60,1382885.0
36005025400,WAC51-60,189923.0
36005025500,WAC51-60,1335741.0
36005025600,WAC51-60,306498.0
36005025700,WAC51-60,1096266.0
36005026100,WAC51-60,1009190.0
36005026300,WAC51-60,1083442.0
36005026400,WAC51-60,251662.0
36005026500,WAC51-60,1278234.0
36005026601,WAC51-60,661714.0
36005026602,WAC51-60,366998.0
36005026701,WAC51-60,958885.0
36005026702,WAC51-60,711834.0
36005026900,WAC51-60,918284.0
36005027300,WAC51-60,360636.0
36005027401,WAC51-60,128991.0
36005027402,WAC51-60,78755.0
36005027600,WAC51-60,151497.0
36005027700,WAC51-60,848610.0
36005027900,WAC51-60,447619.0
36005028100,WAC51-60,256134.0
36005028300,WAC51-60,1201538.0
36005028400,WAC51-60,684177.0
36005028500,WAC51-60,1051208.0
36005028600,WAC51-60,156794.0
36005028700,WAC51-60,957186.0
36005028800,WAC51-60,218517.0
36005028900,WAC51-60,1165174.0
36005029301,WAC51-60,104550.0
36005029302,WAC51-60,268643.0
36005029500,WAC51-60,260503.0
36005029600,WAC51-60,169970.0
36005029700,WAC51-60,96127.0
36005030000,WAC51-60,269868.0
36005030100,WAC51-60,107285.0
36005030200,WAC51-60,143217.0
36005030701,WAC51-60,120511.0
36005030900,WAC51-60,92743.0
36005031000,WAC51-60,107894.0
36005031200,WAC51-60,122991.0
36005031400,WAC51-60,135520.0
36005031600,WAC51-60,153811.0
36005031800,WAC51-60,182892.0
36005031900,WAC51-60,132022.0
36005032300,WAC51-60,127911.0
36005032400,WAC51-60,183511.0
36005032600,WAC51-60,180532.0
36005032800,WAC51-60,150551.0
36005033000,WAC51-60,226420.0
36005033201,WAC51-60,333621.0
36005033202,WAC51-60,195917.0
36005033400,WAC51-60,460629.0
36005033500,WAC51-60,125601.0
36005033600,WAC51-60,166958.0
36005033700,WAC51-60,112046.0
36005033800,WAC51-60,129329.0
36005034000,WAC51-60,119030.0
36005034200,WAC51-60,118894.0
36005034300,WAC51-60,212849.0
36005034400,WAC51-60,113220.0
36005034500,WAC51-60,168896.0
36005034800,WAC51-60,139481.0
36005035000,WAC51-60,150934.0
36005035100,WAC51-60,283317.0
36005035600,WAC51-60,119477.0
36005035800,WAC51-60,129258.0
36005035900,WAC51-60,1065855.0
36005036000,WAC51-60,145669.0
36005036100,WAC51-60,1344675.0
36005036300,WAC51-60,939444.0
36005036400,WAC51-60,137344.0
36005036501,WAC51-60,802633.0
36005036502,WAC51-60,893498.0
36005036700,WAC51-60,1109596.0
36005036800,WAC51-60,119124.0
36005036901,WAC51-60,474574.0
36005036902,WAC51-60,294380.0
36005037000,WAC51-60,137245.0
36005037100,WAC51-60,907010.0
36005037200,WAC51-60,115446.0
36005037300,WAC51-60,952786.0
36005037400,WAC51-60,116969.0
36005037504,WAC51-60,976067.0
36005037600,WAC51-60,146995.0
36005037800,WAC51-60,429629.0
36005037900,WAC51-60,1146887.0
36005038000,WAC51-60,114711.0
36005038100,WAC51-60,1093707.0
36005038200,WAC51-60,126121.0
36005038301,WAC51-60,1196710.0
36005038302,WAC51-60,1452992.0
36005038500,WAC51-60,1039423.0
36005038600,WAC51-60,93387.0
36005038700,WAC51-60,1296262.0
36005038800,WAC51-60,112633.0
36005038900,WAC51-60,595404.0
36005039000,WAC51-60,103041.0
36005039100,WAC51-60,125278.0
36005039200,WAC51-60,123731.0
36005039300,WAC51-60,195301.0
36005039400,WAC51-60,104532.0
36005039500,WAC51-60,1308364.0
36005039600,WAC51-60,103999.0
36005039700,WAC51-60,1305207.0
36005039800,WAC51-60,107326.0
36005039901,WAC51-60,1225461.0
36005039902,WAC51-60,962684.0
36005040100,WAC51-60,982415.0
36005040302,WAC51-60,1064131.0
36005040303,WAC51-60,1321174.0
36005040304,WAC51-60,986621.0
36005040400,WAC51-60,104231.0
36005040501,WAC51-60,1042321.0
36005040502,WAC51-60,1141349.0
36005040600,WAC51-60,104591.0
36005040701,WAC51-60,1495747.0
36005040702,WAC51-60,1190176.0
36005040800,WAC51-60,105420.0
36005040900,WAC51-60,1326538.0
36005041100,WAC51-60,1322738.0
36005041300,WAC51-60,1100137.0
36005041400,WAC51-60,134264.0
36005041500,WAC51-60,1218044.0
36005041800,WAC51-60,127113.0
36005041900,WAC51-60,1135529.0
36005042000,WAC51-60,225160.0
36005042100,WAC51-60,1137270.0
36005042200,WAC51-60,123476.0
36005042300,WAC51-60,984899.0
36005042400,WAC51-60,138945.0
36005042500,WAC51-60,1149829.0
36005042600,WAC51-60,119671.0
36005042800,WAC51-60,116565.0
36005042901,WAC51-60,1005161.0
36005042902,WAC51-60,1189366.0
36005043000,WAC51-60,122122.0
36005043100,WAC51-60,1033582.0
36005043400,WAC51-60,118375.0
36005043500,WAC51-60,103080.0
36005043600,WAC51-60,128221.0
36005044200,WAC51-60,107102.0
36005044400,WAC51-60,122773.0
36005044800,WAC51-60,114227.0
36005044901,WAC51-60,143819.0
36005044902,WAC51-60,116194.0
36005045101,WAC51-60,257950.0
36005045102,WAC51-60,116849.0
36005045600,WAC51-60,116347.0
36005045800,WAC51-60,111631.0
36005046000,WAC51-60,78421.0
36005046201,WAC51-60,108223.0
36005046202,WAC51-60,158968.0
36005048400,WAC51-60,109229.0
36005050400,WAC51-60,121224.0
36005051600,WAC51-60,75326.0
36047000100,WAC51-60,438690.0
36047000200,WAC51-60,1311591.0
36047000301,WAC51-60,552704.0
36047000501,WAC51-60,441552.0
36047000502,WAC51-60,444409.0
36047000700,WAC51-60,456163.0
36047000900,WAC51-60,420101.0
36047001100,WAC51-60,401693.0
36047001300,WAC51-60,499082.0
36047001500,WAC51-60,400615.0
36047001800,WAC51-60,1149249.0
36047002000,WAC51-60,1414300.0
36047002100,WAC51-60,473491.0
36047002200,WAC51-60,1383953.0
36047002300,WAC51-60,516150.0
36047002901,WAC51-60,466741.0
36047003000,WAC51-60,923131.0
36047003100,WAC51-60,376878.0
36047003300,WAC51-60,396649.0
36047003400,WAC51-60,824349.0
36047003500,WAC51-60,366358.0
36047003600,WAC51-60,800641.0
36047003700,WAC51-60,390251.0
36047003800,WAC51-60,346038.0
36047003900,WAC51-60,375748.0
36047004100,WAC51-60,424597.0
36047004300,WAC51-60,458741.0
36047004400,WAC51-60,384283.0
36047004500,WAC51-60,675774.0
36047004600,WAC51-60,377559.0
36047004700,WAC51-60,1071536.0
36047004900,WAC51-60,792184.0
36047005000,WAC51-60,326298.0
36047005100,WAC51-60,1448288.0
36047005201,WAC51-60,302486.0
36047005202,WAC51-60,235060.0
36047005300,WAC51-60,1194778.0
36047005400,WAC51-60,345978.0
36047005601,WAC51-60,373746.0
36047005602,WAC51-60,345844.0
36047005800,WAC51-60,489789.0
36047005900,WAC51-60,1214372.0
36047006000,WAC51-60,853842.0
36047006200,WAC51-60,565221.0
36047006300,WAC51-60,824157.0
36047006400,WAC51-60,920473.0
36047006500,WAC51-60,657106.0
36047006600,WAC51-60,1034105.0
36047006700,WAC51-60,739124.0
36047006800,WAC51-60,1294315.0
36047006900,WAC51-60,424947.0
36047007000,WAC51-60,1193530.0
36047007100,WAC51-60,484779.0
36047007200,WAC51-60,1046833.0
36047007400,WAC51-60,934313.0
36047007500,WAC51-60,399907.0
36047007600,WAC51-60,1355648.0
36047007700,WAC51-60,404453.0
36047007800,WAC51-60,1402616.0
36047008000,WAC51-60,901661.0
36047008200,WAC51-60,989807.0
36047008400,WAC51-60,485133.0
36047008500,WAC51-60,1263791.0
36047008600,WAC51-60,1304313.0
36047008800,WAC51-60,1169689.0
36047009000,WAC51-60,1318217.0
36047009200,WAC51-60,1390755.0
36047009400,WAC51-60,1323064.0
36047009600,WAC51-60,1390140.0
36047009800,WAC51-60,1215434.0
36047010000,WAC51-60,1500602.0
36047010100,WAC51-60,721948.0
36047010200,WAC51-60,1455924.0
36047010400,WAC51-60,1221350.0
36047010600,WAC51-60,1048279.0
36047010800,WAC51-60,1102008.0
36047011000,WAC51-60,1051267.0
36047011200,WAC51-60,1298339.0
36047011400,WAC51-60,1269193.0
36047011600,WAC51-60,1031661.0
36047011700,WAC51-60,896700.0
36047011800,WAC51-60,1354823.0
36047011900,WAC51-60,900209.0
36047012000,WAC51-60,1213360.0
36047012100,WAC51-60,513061.0
36047012200,WAC51-60,1364712.0
36047012600,WAC51-60,1084107.0
36047012700,WAC51-60,484422.0
36047012801,WAC51-60,1029377.0
36047012901,WAC51-60,401655.0
36047012902,WAC51-60,449966.0
36047013000,WAC51-60,1182196.0
36047013100,WAC51-60,567607.0
36047013200,WAC51-60,955629.0
36047013300,WAC51-60,822676.0
36047013400,WAC51-60,1082483.0
36047013500,WAC51-60,1117902.0
36047013600,WAC51-60,1193152.0
36047013700,WAC51-60,937552.0
36047013800,WAC51-60,642870.0
36047013900,WAC51-60,718926.0
36047014000,WAC51-60,410526.0
36047014100,WAC51-60,1224522.0
36047014200,WAC51-60,430798.0
36047014300,WAC51-60,1153392.0
36047014500,WAC51-60,1387350.0
36047014700,WAC51-60,1363034.0
36047014800,WAC51-60,367353.0
36047014900,WAC51-60,1301367.0
36047015000,WAC51-60,315188.0
36047015100,WAC51-60,801047.0
36047015200,WAC51-60,676211.0
36047015300,WAC51-60,832539.0
36047015400,WAC51-60,320088.0
36047015500,WAC51-60,993419.0
36047015700,WAC51-60,601279.0
36047015900,WAC51-60,456111.0
36047016000,WAC51-60,534095.0
36047016100,WAC51-60,426347.0
36047016200,WAC51-60,415970.0
36047016300,WAC51-60,498802.0
36047016400,WAC51-60,341753.0
36047016500,WAC51-60,533508.0
36047016600,WAC51-60,317161.0
36047016700,WAC51-60,556393.0
36047016800,WAC51-60,312320.0
36047016900,WAC51-60,819310.0
36047017000,WAC51-60,320573.0
36047017100,WAC51-60,1271289.0
36047017200,WAC51-60,309854.0
36047017400,WAC51-60,354761.0
36047017500,WAC51-60,1246222.0
36047017600,WAC51-60,369109.0
36047017700,WAC51-60,528313.0
36047017800,WAC51-60,425206.0
36047017900,WAC51-60,459698.0
36047018000,WAC51-60,357992.0
36047018100,WAC51-60,471871.0
36047018200,WAC51-60,662552.0
36047018300,WAC51-60,459024.0
36047018400,WAC51-60,330090.0
36047018501,WAC51-60,825653.0
36047018600,WAC51-60,436015.0
36047018700,WAC51-60,1010840.0
36047018800,WAC51-60,416467.0
36047019000,WAC51-60,1263607.0
36047019100,WAC51-60,1161061.0
36047019200,WAC51-60,1211997.0
36047019300,WAC51-60,841890.0
36047019400,WAC51-60,878718.0
36047019500,WAC51-60,567750.0
36047019600,WAC51-60,316505.0
36047019700,WAC51-60,459468.0
36047019800,WAC51-60,257089.0
36047019900,WAC51-60,682382.0
36047020000,WAC51-60,247702.0
36047020100,WAC51-60,824157.0
36047020200,WAC51-60,247702.0
36047020300,WAC51-60,891274.0
36047020400,WAC51-60,280328.0
36047020500,WAC51-60,519857.0
36047020600,WAC51-60,514643.0
36047020700,WAC51-60,559076.0
36047020800,WAC51-60,277989.0
36047021000,WAC51-60,1079091.0
36047021100,WAC51-60,850516.0
36047021200,WAC51-60,1217955.0
36047021300,WAC51-60,614834.0
36047021400,WAC51-60,1159509.0
36047021500,WAC51-60,749554.0
36047021600,WAC51-60,1182606.0
36047021700,WAC51-60,520594.0
36047021800,WAC51-60,1248013.0
36047021900,WAC51-60,537411.0
36047022000,WAC51-60,1341947.0
36047022100,WAC51-60,1250856.0
36047022200,WAC51-60,1262753.0
36047022400,WAC51-60,1276225.0
36047022600,WAC51-60,1463453.0
36047022700,WAC51-60,766775.0
36047022800,WAC51-60,1123318.0
36047022900,WAC51-60,1362404.0
36047023000,WAC51-60,1196622.0
36047023100,WAC51-60,789349.0
36047023200,WAC51-60,1228759.0
36047023300,WAC51-60,614311.0
36047023400,WAC51-60,1163689.0
36047023500,WAC51-60,1332615.0
36047023600,WAC51-60,1269245.0
36047023800,WAC51-60,1076518.0
36047024000,WAC51-60,1125775.0
36047024100,WAC51-60,795390.0
36047024200,WAC51-60,969791.0
36047024300,WAC51-60,893173.0
36047024400,WAC51-60,697005.0
36047024500,WAC51-60,483366.0
36047024600,WAC51-60,475881.0
36047024700,WAC51-60,454407.0
36047024800,WAC51-60,1212038.0
36047024900,WAC51-60,1241842.0
36047025000,WAC51-60,872503.0
36047025100,WAC51-60,703389.0
36047025200,WAC51-60,1200778.0
36047025300,WAC51-60,506006.0
36047025400,WAC51-60,1255122.0
36047025500,WAC51-60,484716.0
36047025600,WAC51-60,1170751.0
36047025700,WAC51-60,709840.0
36047025800,WAC51-60,467879.0
36047025901,WAC51-60,507409.0
36047025902,WAC51-60,868000.0
36047026000,WAC51-60,658438.0
36047026100,WAC51-60,1260634.0
36047026200,WAC51-60,1241073.0
36047026300,WAC51-60,1152751.0
36047026400,WAC51-60,544018.0
36047026500,WAC51-60,1314034.0
36047026600,WAC51-60,323645.0
36047026700,WAC51-60,1379794.0
36047026800,WAC51-60,192204.0
36047026900,WAC51-60,1193663.0
36047027000,WAC51-60,383462.0
36047027100,WAC51-60,1093824.0
36047027200,WAC51-60,290968.0
36047027300,WAC51-60,1165680.0
36047027400,WAC51-60,359579.0
36047027500,WAC51-60,1115902.0
36047027600,WAC51-60,530580.0
36047027700,WAC51-60,1061640.0
36047027800,WAC51-60,576448.0
36047027900,WAC51-60,1030945.0
36047028000,WAC51-60,314688.0
36047028100,WAC51-60,1233312.0
36047028200,WAC51-60,260494.0
36047028300,WAC51-60,1119886.0
36047028400,WAC51-60,583875.0
36047028501,WAC51-60,420863.0
36047028502,WAC51-60,505344.0
36047028600,WAC51-60,309747.0
36047028700,WAC51-60,1137511.0
36047028800,WAC51-60,578536.0
36047028900,WAC51-60,1161849.0
36047029000,WAC51-60,557034.0
36047029100,WAC51-60,1213192.0
36047029200,WAC51-60,295887.0
36047029300,WAC51-60,1113942.0
36047029400,WAC51-60,258917.0
36047029500,WAC51-60,1092988.0
36047029600,WAC51-60,558073.0
36047029700,WAC51-60,864019.0
36047029800,WAC51-60,288298.0
